family	number of analyses	relative abundance (max)	score (Spearman rank correlation on order level [only actual rank])
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Nevskiales;family.Sinobacteraceae	3715	0.25980998293916013	0.36135678582197783
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Kiloniellales;family.Kiloniellaceae	3643	0.08532432852480326	0.3448820131140518
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Odoribacteraceae	3622	0.25849671836461685	0.3609437056479234
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Flammeovirgaceae	3582	0.5324929938297591	0.3448676591749042
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanobacteria;order.Methanobacteriales;family.Methanobacteriaceae	3582	0.32798009500113096	0.46018362430587384
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Shewanellaceae	3542	0.2838889214908068	0.3982783319599429
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Methylococcales;family.Methylococcaceae	3539	0.4410453954965358	0.4045525430520708
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfuromonadales;family.Desulfuromonadaceae	3515	0.33941680615743836	0.3528234744297186
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micromonosporales;family.Micromonosporaceae	3488	0.08488761829652997	0.3380072884576939
super kingdom.Bacteria;phylum.Planctomycetes;class.Planctomycetia;order.Planctomycetales;family.Isosphaeraceae	3473	0.16043690274883007	0.34593653012288794
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Defluviitaleaceae	3469	0.15681033492194638	0.47691416736372083
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Parachlamydiales;family.Simkaniaceae	3439	0.0689049667355989	0.3987522921233884
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Intrasporangiaceae	3414	0.31785735708715734	0.39284370114719563
super kingdom.Bacteria;phylum.Actinobacteria;class.Acidimicrobiia;order.Acidimicrobiales;family.Iamiaceae	3367	0.025201336092952723	0.3413022819012372
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Clostridiales_Family_XII._Incertae_Sedis	3332	0.14174406526693692	0.37456567000098756
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Candidatus_Actinomarinales;family.Candidatus_Actinomarinaceae	3284	0.3648802977751459	0.2748708438003996
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Acidiferrobacterales;family.Acidiferrobacteraceae	3280	0.1068786610878661	0.38880359205008386
super kingdom.Bacteria;phylum.Calditrichaeota;class.Calditrichae;order.Calditrichales;family.Calditrichaceae	3260	0.06732573444982777	0.3310688099527124
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Barnesiellaceae	3247	0.10340320785476445	0.3895248717823701
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Alicyclobacillaceae	3209	0.47071680938978383	0.43060729649649826
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Granulosicoccaceae	3185	0.39885174899635956	0.30998831474080546
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Lactobacillales;family.Aerococcaceae	3182	0.1314124534779122	0.37699664891833007
super kingdom.Bacteria;phylum.Acidobacteria;class.Acidobacteriia;order.Acidobacteriales;family.Acidobacteriaceae	3182	0.3715110191782221	0.3396725822074261
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Syntrophobacterales;family.Syntrophobacteraceae	3165	0.07417304106531984	0.3548044543744797
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Dermatophilaceae	3136	0.12323875858957642	0.4919122498479963
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Thiotrichales;family.Piscirickettsiaceae	3029	0.5257917450181956	0.36056455382634317
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Nitrosomonadales;family.Gallionellaceae	3004	0.5650410804330195	0.3953588419605695
super kingdom.Bacteria;phylum.Acidobacteria;class.Holophagae;order.Holophagales;family.Holophagaceae	3001	0.28656603057058766	0.381208579456792
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Parvularculales;family.Parvularculaceae	3000	0.08662019998045793	0.35279566897109055
super kingdom.Bacteria;phylum.Tenericutes;class.Mollicutes;order.Mycoplasmatales;family.Mycoplasmataceae	2942	0.9742482900221401	0.4576223383239628
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cardiobacteriales;family.Cardiobacteriaceae	2936	0.7430203879666927	0.43112393033882385
super kingdom.Archaea;phylum.Thaumarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae	2907	0.9975208830077847	0.38332899218483457
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Kineosporiales;family.Kineosporiaceae	2863	0.048457208009691444	0.3393361890527423
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Chloroflexales;family.Roseiflexaceae	2827	0.0694537253591714	0.29443067275781437
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Planococcaceae	2826	0.22027446718804744	0.482438906196281
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Nocardiaceae	2810	0.5850041436094848	0.4385268370506085
super kingdom.Bacteria;phylum.Deinococcus-Thermus;class.Deinococci;order.Deinococcales;family.Trueperaceae	2764	0.0672170546393966	0.3735830695109771
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Holosporales;family.Candidatus_Paracaedibacteraceae	2751	0.056068764511189056	0.3602668295318199
super kingdom.Bacteria;phylum.Balneolaeota;class.Balneolia;order.Balneolales;family.Balneolaceae	2735	0.37505596795098384	0.31221285061500553
super kingdom.Bacteria;phylum.Nitrospinae;class.Nitrospinia;order.Nitrospinales;family.Nitrospinaceae	2715	0.1589109214807539	0.32757532888019436
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Marinilabiliales;family.Marinifilaceae	2644	0.27816340826593644	0.3544705302088182
super kingdom.Bacteria;phylum.Ignavibacteriae;class.Ignavibacteria;order.Ignavibacteriales;family.Melioribacteraceae	2620	0.03437692416994269	0.3003539182747918
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Kangiellaceae	2533	0.16903094438909255	0.37725018312475916
super kingdom.Bacteria;phylum.Verrucomicrobia;class.Methylacidiphilae;order.Methylacidiphilales;family.Methylacidiphilaceae	2524	0.05313778627982358	0.33844868678369777
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Thiotrichales;family.Francisellaceae	2517	0.11833509700176367	0.29478424904915224
super kingdom.Bacteria;phylum.Verrucomicrobia;class.Verrucomicrobiae;order.Verrucomicrobiales;family.Verrucomicrobia_subdivision_3	2507	0.021790901126562442	0.2996468421165031
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Acidothermales;family.Acidothermaceae	2495	0.10552362419896338	0.2980701030291218
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Holosporales;family.Holosporaceae	2436	0.010021885140744095	0.36280971501424547
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Amoebophilaceae	2375	0.03290850650321423	0.34069776231791765
super kingdom.Bacteria;phylum.Actinobacteria;class.Rubrobacteria;order.Rubrobacterales;family.Rubrobacteraceae	2373	0.13164783350947076	0.303348997023925
super kingdom.Bacteria;phylum.Tenericutes;class.Mollicutes;order.Anaeroplasmatales;family.Anaeroplasmataceae	2336	0.11725067385444744	0.3880073437064402
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Geodermatophilales;family.Geodermatophilaceae	2309	0.10834786803725832	0.36334424685737315
super kingdom.Bacteria;phylum.Nitrospirae;class.Nitrospira;order.Nitrospirales;family.Nitrospiraceae	2197	0.25938326621070945	0.34998591406994
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Aeromonadales;family.Succinivibrionaceae	2175	0.864634542037308	0.35333641624143225
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Streptosporangiales;family.Thermomonosporaceae	2148	0.016319083440360427	0.2505378549809008
super kingdom.Bacteria;phylum.Ignavibacteriae;class.Ignavibacteria;order.Ignavibacteriales;family.Ignavibacteriaceae	2142	0.09012513913016341	0.32319045707717914
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Burkholderiales;family.Alcaligenaceae	2101	0.7492286291638283	0.45662183373819737
super kingdom.Bacteria;phylum.Firmicutes;class.Negativicutes;order.Selenomonadales;family.Sporomusaceae	2094	0.07395167022032693	0.44062603648015336
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhodobiaceae	2072	0.33962469648337146	0.3591356538868949
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Saccharospirillaceae	2072	0.289643897367523	0.32064666768683725
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Neisseriales;family.Chromobacteriaceae	2039	0.2821094171938249	0.41935326571615517
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Psychromonadaceae	2024	0.24240245697984725	0.31588770142013084
super kingdom.Bacteria;phylum.Proteobacteria;class.Hydrogenophilalia;order.Hydrogenophilales;family.Hydrogenophilaceae	1978	0.18673181390549604	0.41396810283843055
super kingdom.Bacteria;phylum.Proteobacteria;class.Oligoflexia;order.Bacteriovoracales;family.Halobacteriovoraceae	1965	0.011539574203640806	0.30858735709586815
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Nakamurellales;family.Nakamurellaceae	1951	0.010849335220497275	0.28411018943613386
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Frankiales;family.Frankiaceae	1950	0.11753896600480851	0.27729705463661847
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Dysgonamonadaceae	1944	0.2291881677447489	0.4518420392152694
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Erwiniaceae	1929	0.3595443250395327	0.434301896420409
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae	1918	0.17084381151516864	0.27255468593415044
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Nitrosomonadales;family.Sterolibacteriaceae	1898	0.17021550101460853	0.3632297561989897
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Rhodocyclales;family.Zoogloeaceae	1865	0.20859986728599866	0.38693182318873764
super kingdom.Bacteria;phylum.Gemmatimonadetes;class.Longimicrobia;order.Longimicrobiales;family.Longimicrobiaceae	1861	0.1710094071972525	0.27721169056262396
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Oleiphilaceae	1828	0.21990621100003782	0.33491742126134355
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Endozoicomonaceae	1822	0.9609383534209663	0.30280621597797014
super kingdom.Bacteria;phylum.Armatimonadetes;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae	1782	0.013283350990139354	0.22549747933700975
super kingdom.Bacteria;phylum.Tenericutes;class.Mollicutes;order.Acholeplasmatales;family.Acholeplasmataceae	1775	0.17028244527968162	0.46114768494869524
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Idiomarinaceae	1774	0.2539179303169571	0.3793230104306043
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Aeromonadales;family.Aeromonadaceae	1767	0.3459338103030877	0.4185290064215538
super kingdom.Bacteria;phylum.Lentisphaerae;class.Lentisphaeria;order.Victivallales;family.Victivallaceae	1725	0.04014412828517597	0.38924536265637694
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Roseiarcaceae	1713	0.10971545298165138	0.29467999892401275
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Syntrophomonadaceae	1645	0.422874037797778	0.4716095377868124
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Cohaesibacteraceae	1629	0.04617494519079399	0.30948130304614013
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Litoricolaceae	1590	0.08919817106334137	0.23728967000174142
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermoplasmata;order.Methanomassiliicoccales;family.Methanomassiliicoccaceae	1573	0.2808857652534303	0.46224768409038336
super kingdom.Bacteria;phylum.Elusimicrobia;class.Elusimicrobia;order.Elusimicrobiales;family.Elusimicrobiaceae	1541	0.06611682338057745	0.3393359499421019
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Chlamydiales;family.Chlamydiaceae	1539	0.05782398999672512	0.48372563503964117
super kingdom.Bacteria;phylum.Lentisphaerae;class.Lentisphaeria;order.Lentisphaerales;family.Lentisphaeraceae	1526	0.05497790229658275	0.29077731839447396
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Lactobacillales;family.Leuconostocaceae	1497	0.8506177165398832	0.4135635671515044
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Immundisolibacterales;family.Immundisolibacteraceae	1491	0.1339321887556869	0.34035137576177427
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Caldicoprobacteraceae	1480	0.16009501187648456	0.49205049275939755
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Frankiales;family.Cryptosporangiaceae	1443	0.013473165634097187	0.3233157301259224
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Pelagibacterales;family.Pelagibacteraceae	1441	0.15060327787843847	0.2451921118045918
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Moritellaceae	1416	0.15694805751693777	0.3200960456459244
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanosarcinales;family.Methanosarcinaceae	1403	0.9807063851181498	0.42574495849494076
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Nitrosomonadales;family.Thiobacillaceae	1400	0.4244059109646202	0.3481278857605943
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Streptosporangiales;family.Streptosporangiaceae	1393	0.12091215107260779	0.2702036907269827
super kingdom.Bacteria;phylum.Deferribacteres;class.Deferribacteres;order.Deferribacterales;family.Deferribacteraceae	1389	0.26122295613653446	0.36852973424296087
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Kordiimonadales;family.Kordiimonadaceae	1387	0.1100857458778695	0.33433810675318437
super kingdom.Bacteria;phylum.Acidobacteria;class.Holophagae;order.Acanthopleuribacterales;family.Acanthopleuribacteraceae	1382	0.1955319422043386	0.25167550491506085
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Methylococcales;family.Crenotrichaceae	1379	0.1713619530928542	0.3429486221481038
super kingdom.Bacteria;phylum.Bacteroidetes;class.Flavobacteriia;order.Flavobacteriales;family.Schleiferiaceae	1364	0.28871016401645316	0.277681237623633
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Rhodocyclales;family.Azonexaceae	1328	0.06796997442877176	0.36143302936650507
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Dermabacteraceae	1317	0.8232375928972417	0.3910081030743053
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Syntrophobacterales;family.Syntrophorhabdaceae	1311	0.037459639241581896	0.3549809814570197
super kingdom.Bacteria;phylum.Elusimicrobia;class.Endomicrobia;order.Endomicrobiales;family.Endomicrobiaceae	1300	0.09297472951470089	0.38458990618825123
super kingdom.Bacteria;phylum.Deinococcus-Thermus;class.Deinococci;order.Deinococcales;family.Deinococcaceae	1205	0.36957133807278103	0.41890567589735445
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Methylocystaceae	1179	0.11016169617539512	0.41928758628978247
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Dietziaceae	1158	0.07887676298901418	0.4281656440124165
super kingdom.Bacteria;phylum.Lentisphaerae;class.Oligosphaeria;order.Oligosphaerales;family.Oligosphaeraceae	1157	0.03325848780177081	0.43289083012481583
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Thermoactinomycetaceae	1134	0.1641303136492527	0.3679091133650421
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Brevibacteriaceae	1105	0.12037838381805374	0.4197961084726867
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanosarcinales;family.Methanosaetaceae	1078	0.6712757366103022	0.41750683811056954
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfovibrionales;family.Desulfomicrobiaceae	1066	0.08347681529418749	0.3861937524413145
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Cellulomonadaceae	1025	0.08748834383565515	0.38357110473065936
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanomicrobiales;family.Methanoregulaceae	1024	0.19630926259214515	0.3585165967172035
super kingdom.Bacteria;phylum.Proteobacteria;class.Acidithiobacillia;order.Acidithiobacillales;family.Acidithiobacillaceae	1023	0.9611620234604106	0.37478609940545543
super kingdom.Bacteria;phylum.Actinobacteria;class.Nitriliruptoria;order.Euzebyales;family.Euzebyaceae	1011	0.04012083451335788	0.3673427108737552
super kingdom.Bacteria;phylum.Chloroflexi;class.Thermoflexia;order.Thermoflexales;family.Thermoflexaceae	1001	0.12635869565217392	0.30559555635004987
super kingdom.Bacteria;phylum.Rhodothermaeota;class.Rhodothermia;order.Rhodothermales;family.Rubricoccaceae	965	0.03363495308942736	0.32478302082052324
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Brucellaceae	852	0.25801219307567536	0.43540722842982293
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Chloroflexales;family.Chloroflexaceae	826	0.021581088366470078	0.2338587697085626
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Morganellaceae	822	0.0881154215891125	0.3541311066819587
super kingdom.Bacteria;phylum.Actinobacteria;class.Thermoleophilia;order.Solirubrobacterales;family.Parviterribacteraceae	820	0.006875131436336283	0.22023734089922276
super kingdom.Bacteria;phylum.Planctomycetes;class.Planctomycetia;order.Candidatus_Brocadiales;family.Candidatus_Brocadiaceae	811	0.9726987996074864	0.3093267312991126
super kingdom.Bacteria;phylum.Actinobacteria;class.Nitriliruptoria;order.Nitriliruptorales;family.Nitriliruptoraceae	808	0.08395319012504007	0.3397782421019054
super kingdom.Bacteria;phylum.Firmicutes;class.Tissierellia;order.Tissierellales;family.Tissierellaceae	776	0.10632689811973722	0.44963575365497166
super kingdom.Bacteria;phylum.Proteobacteria;class.Zetaproteobacteria;order.Mariprofundales;family.Mariprofundaceae	762	0.12253152510111825	0.2592439589266437
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Ferritrophicales;family.Ferritrophicaceae	725	0.11259212243026905	0.28854220227395694
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Vulgatibacteraceae	721	0.009500935215099473	0.18974799701494832
super kingdom.Bacteria;phylum.Firmicutes;class.Limnochordia;order.Limnochordales;family.Limnochordaceae	717	0.02502265831264531	0.4858120498052095
super kingdom.Bacteria;phylum.Fibrobacteres;class.Chitinivibrionia;order.Chitinivibrionales;family.Chitinivibrionaceae	708	0.013552557733480223	0.2537894657650692
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanomicrobiales;family.Methanomicrobiaceae	699	0.18737517283760946	0.4480701020928384
super kingdom.Bacteria;phylum.Chloroflexi;class.Ardenticatenia;order.Ardenticatenales;family.Ardenticatenaceae	694	0.2030643243957205	0.3926186451380831
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Salinisphaerales;family.Salinisphaeraceae	686	0.17433065468256084	0.3411504471852057
super kingdom.Bacteria;phylum.Armatimonadetes;class.Armatimonadia;order.Armatimonadales;family.Armatimonadaceae	664	0.03270985852524063	0.258423476814725
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Myxococcaceae	642	0.001802011277102831	0.16768934843337663
super kingdom.Bacteria;phylum.Planctomycetes;class.Phycisphaerae;order.Tepidisphaerales;family.Tepidisphaeraceae	627	0.01516117961209747	0.27191655865396863
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Aurantimonadaceae	602	0.011169618637306526	0.41824687267096367
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Thiotrichales;family.Fastidiosibacteraceae	597	0.023247132991850022	0.35603157547103526
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Alteromonadales;family.Ferrimonadaceae	582	0.022723524561196844	0.2928911626659806
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rickettsiales;family.Candidatus_Midichloriaceae	574	0.005713400144643042	0.3837662458902652
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Cellvibrionales;family.Microbulbiferaceae	564	0.0764227204138823	0.3097631092044267
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Gracilibacteraceae	555	0.008432754958626616	0.4144181408384558
super kingdom.Bacteria;phylum.Proteobacteria;class.Oligoflexia;order.Silvanigrellales;family.Silvanigrellaceae	554	0.0032698326758181426	0.3450530727273618
super kingdom.Bacteria;phylum.Spirochaetes;class.Spirochaetia;order.Brevinematales;family.Brevinemataceae	551	0.9734626135569532	0.4029144616739812
super kingdom.Bacteria;phylum.Deinococcus-Thermus;class.Deinococci;order.Thermales;family.Thermaceae	539	0.41528871481568314	0.4667793034153843
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Chloroflexales;family.Oscillochloridaceae	533	0.02129496672954735	0.2702577308263624
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Halanaerobiales;family.Halanaerobiaceae	529	0.09492307692307693	0.4794967690016898
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Dermacoccaceae	527	0.10078392503153721	0.4393398264442537
super kingdom.Bacteria;phylum.Chloroflexi;class.Thermomicrobia;order.Sphaerobacterales;family.Sphaerobacteraceae	496	0.21394626045788837	0.29999722341886614
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Williamsiaceae	485	0.23169932498853135	0.36145367153275965
