family	number of analyses	relative abundance (max)	score (Spearman rank correlation on order level [only actual rank])
super kingdom.Bacteria;phylum.Spirochaetes;class.Spirochaetia;order.Brachyspirales;family.Brachyspiraceae	483	0.004615696750414229	0.1875978213637105
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Bogoriellaceae	480	0.01337761078702584	0.38618268316196935
super kingdom.Bacteria;phylum.Proteobacteria;class.Oligoflexia;order.Oligoflexales;family.Pseudobacteriovoracaceae	478	0.031161257413455757	0.2800188502741156
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Parachlamydiales;family.Criblamydiaceae	475	0.021782627362349833	0.3349317065289806
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Halothiobacillaceae	460	0.13015709601159156	0.3882076928710808
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Gordoniaceae	458	0.03782277540404979	0.4006338191652413
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanomicrobiales;family.Methanospirillaceae	452	0.25482522606537994	0.40655137068019936
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Archangiaceae	445	0.014545784444175638	0.30821879901710697
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Parachlamydiales;family.Rhabdochlamydiaceae	434	0.00798783821627172	0.36896055626696184
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Thermosporotrichaceae	431	0.012613297838625848	0.13189001368046188
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanocellales;family.Methanocellaceae	428	0.06276582275513123	0.30707346988279455
super kingdom.Bacteria;phylum.Chlorobi;class.Chlorobia;order.Chlorobiales;family.Chlorobiaceae	413	0.4851552650011674	0.3533429300994382
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Yersiniaceae	402	0.037873683932416545	0.4205626424461235
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Thermoanaerobacterales;family.Thermoanaerobacteraceae	364	0.49730233584805056	0.4286844351035329
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Pectobacteriaceae	360	0.08518854508900113	0.4368844826725472
super kingdom.Bacteria;phylum.Actinobacteria;class.Acidimicrobiia;order.Acidimicrobiales;family.Microthrixaceae	355	0.1950639200167659	0.3279764056799554
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Magnetococcales;family.Magnetococcaceae	351	0.004885335087394739	0.28047690224827027
super kingdom.Bacteria;phylum.Firmicutes;class.Tissierellia;order.Tissierellales;family.Gottschalkiaceae	345	0.016054237288135594	0.42936003153606334
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Ferrovales;family.Ferrovaceae	344	0.11680595225501604	0.35449737436182116
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Halanaerobiales;family.Halobacteroidaceae	334	0.35524500907441015	0.3857409767959576
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanosarcinales;family.Candidatus_Methanoperedenaceae	333	0.9980344860782783	0.4519523898277796
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Beutenbergiaceae	323	0.05030261015866587	0.31331261513085784
super kingdom.Bacteria;phylum.Caldiserica;class.Caldisericia;order.Caldisericales;family.Caldisericaceae	318	0.1710162987298036	0.32759987462452633
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Thermoanaerobacterales;family.Thermoanaerobacterales_Family_III._Incertae_Sedis	313	0.1948705808080808	0.48623362159109523
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Parachlamydiales;family.Waddliaceae	304	0.023310737935742	0.3083474473716779
super kingdom.Bacteria;phylum.Thermotogae;class.Thermotogae;order.Kosmotogales;family.Kosmotogaceae	304	0.2027381550246981	0.38479755290950146
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanomicrobiales;family.Methanocorpusculaceae	292	0.3056587577289859	0.43416918896342327
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Sporolactobacillaceae	283	0.018326270264625775	0.39072341085632656
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Catenulisporales;family.Catenulisporaceae	281	0.04353274169295634	0.161129311358668
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Bradymonadales;family.Bradymonadaceae	278	0.028204734091607748	0.39469095150767475
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Glycomycetales;family.Glycomycetaceae	270	0.05736447056612834	0.30450346285969987
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Wenzhouxiangellaceae	266	0.011261084076017936	0.2775213267654986
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Oceanospirillales;family.Hahellaceae	263	0.03288103760360385	0.33215668822598904
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Demequinaceae	257	0.005988023952095809	0.3972786203444188
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Bernardetiaceae	257	0.080955818105839	0.28940516856152726
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Thioprofundaceae	246	0.007398006045323225	0.1901312413555666
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Herpetosiphonales;family.Herpetosiphonaceae	235	0.016037536295982924	0.2063318581505728
super kingdom.Archaea;phylum.Candidatus_Verstraetearchaeota;class.Candidatus_Methanomethylia;order.Candidatus_Methanomethyliales;family.Candidatus_Methanomethyliaceae	230	0.0824716461594747	0.40717979617808997
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Streptosporangiales;family.Nocardiopsaceae	221	0.03564758318133904	0.36343781369806666
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Thermoanaerobacterales;family.Thermodesulfobiaceae	194	0.261542435770983	0.37270766301212543
super kingdom.Bacteria;phylum.Actinobacteria;class.Thermoleophilia;order.Solirubrobacterales;family.Patulibacteraceae	186	0.01864548410804716	0.30451435637314733
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rickettsiales;family.Anaplasmataceae	174	0.8211562173954282	0.40639956350076406
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfovibrionales;family.Desulfohalobiaceae	173	0.12109000191901746	0.34349487108482324
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Haloferacales;family.Haloferacaceae	171	0.25473366609325543	0.3874077147162023
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Heliobacteriaceae	170	0.011076936917687675	0.32921207932126695
super kingdom.Bacteria;phylum.Chloroflexi;class.Dehalococcoidia;order.Dehalococcoidales;family.Dehalococcoidaceae	163	0.0017064846416382253	0.2963756992653185
super kingdom.Bacteria;phylum.Proteobacteria;class.Epsilonproteobacteria;order.Nautiliales;family.Nautiliaceae	157	0.03917350882855366	0.24357223625265395
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Halobacteriales;family.Halobacteriaceae	150	0.16303238263906825	0.4330865597315437
super kingdom.Bacteria;phylum.Cyanobacteria;class.Gloeobacteria;order.Gloeobacterales;family.Gloeobacteraceae	146	0.04368937420320381	0.269402172711384
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Catalimonadaceae	144	0.009036633538356091	0.27683543516414144
super kingdom.Bacteria;phylum.Verrucomicrobia;class.Verrucomicrobiae;order.Verrucomicrobiales;family.Verrucomicrobia_subdivision_6	143	0.003508928318186054	0.19601641185363933
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Symbiobacteriaceae	142	0.1293402777777778	0.40816781234641897
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Marinilabiliales;family.Salinivirgaceae	138	0.03195149926265771	0.2703370992330477
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Haloferacales;family.Halorubraceae	138	0.17978280827412804	0.41529261849148424
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Clostridiales_Family_XVII._Incertae_Sedis	133	0.49910074142951527	0.4480230807814992
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Kordiimonadales;family.Temperatibacteraceae	132	0.00795791948635247	0.27443973813902384
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Catenulisporales;family.Actinospicaceae	123	0.00481272147844209	0.25468712842862856
super kingdom.Bacteria;phylum.Tenericutes;class.Mollicutes;order.Entomoplasmatales;family.Spiroplasmataceae	116	0.007319288983355903	0.4439117124587706
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Chelatococcaceae	113	0.00902381979608983	0.3768593803176359
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Halobacteriales;family.Haloarculaceae	113	0.10519581102468263	0.4065929770780657
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Labilitrichaceae	112	0.0029454897188679833	0.2920020830437581
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanosarcinales;family.Methermicoccaceae	109	0.007883179435775024	0.4277299487767584
super kingdom.Bacteria;phylum.Thermotogae;class.Thermotogae;order.Thermotogales;family.Fervidobacteriaceae	102	0.17412286881781033	0.3386192827120948
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Promicromonosporaceae	101	0.008195542774982027	0.3866791045742574
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Pasteuriaceae	94	0.004494593545198903	0.4226082558224662
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Nevskiales;family.Algiphilaceae	93	0.02049273646340908	0.2771854366409537
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Tsukamurellaceae	68	0.02610911785704603	0.4113548810359965
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Orbales;family.Orbaceae	67	0.002488335925349922	0.43191297668475803
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Sanguibacteraceae	60	0.013978536433626254	0.3886497625423729
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Bartonellaceae	60	0.567435021817492	0.36986834011299435
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Persicobacteraceae	58	0.0067586031005774875	0.23836064271022386
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Jiangellales;family.Jiangellaceae	52	0.007322368178974869	0.3433652463800905
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Listeriaceae	50	0.14689165186500888	0.4281247217142857
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Natrialbales;family.Natrialbaceae	49	0.029303232860373233	0.4594815644557823
super kingdom.Archaea;phylum.Euryarchaeota;class.Archaeoglobi;order.Archaeoglobales;family.Archaeoglobaceae	49	0.21267455957851253	0.4283531072278911
super kingdom.Archaea;phylum.Euryarchaeota;class.Halobacteria;order.Halobacteriales;family.Halococcaceae	46	0.009318694391434732	0.36930632787439616
super kingdom.Bacteria;phylum.Thermodesulfobacteria;class.Thermodesulfobacteria;order.Thermodesulfobacteriales;family.Thermodesulfobacteriaceae	44	0.011962536487527086	0.21644504772727272
super kingdom.Bacteria;phylum.Bacteroidetes;class.Flavobacteriia;order.Flavobacteriales;family.Blattabacteriaceae	40	0.01503270335706284	0.40385806634615384
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Bacillales;family.Bacillales_Family_X._Incertae_Sedis	40	0.05467861316712115	0.42149140608974356
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanococci;order.Methanococcales;family.Methanococcaceae	40	0.5251287996762	0.3491494963461539
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfurellales;family.Desulfurellaceae	38	0.007201043300761685	0.20465591970128022
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfovibrionales;family.Desulfonatronaceae	36	0.010923873844338076	0.3922302916666667
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Frankiales;family.Motilibacteraceae	35	0.003368071192525546	0.31165539613445375
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Catabacteriaceae	34	0.022448950223769984	0.33695832459893044
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermoplasmata;order.Thermoplasmatales;family.Ferroplasmaceae	34	0.019021714897222097	0.3738448278966132
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermoplasmata;order.Thermoplasmatales;family.Thermoplasmataceae	33	0.058560720747332276	0.3387542618371212
super kingdom.Bacteria;phylum.Aquificae;class.Aquificae;order.Desulfurobacteriales;family.Desulfurobacteriaceae	33	0.006904784040358889	0.2013474220643939
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Thermoproteales;family.Thermofilaceae	28	0.00972884712783569	0.4078772595238095
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermococci;order.Thermococcales;family.Thermococcaceae	28	0.016736031169751173	0.5168492493386244
super kingdom.Bacteria;phylum.Dictyoglomi;class.Dictyoglomia;order.Dictyoglomales;family.Dictyoglomaceae	25	0.0585712965529988	0.2701003791666667
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Iodidimonadales;family.Iodidimonadaceae	22	0.000752581034957919	0.20452660454545454
super kingdom.Bacteria;phylum.Thermotogae;class.Thermotogae;order.Mesoaciditogales;family.Mesoaciditogaceae	21	0.012140202638739377	0.27234052238095235
super kingdom.Bacteria;phylum.Thermotogae;class.Thermotogae;order.Thermotogales;family.Thermotogaceae	18	0.0023681975566734173	0.2441936065359477
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Methylococcales;family.Methylothermaceae	17	0.007968388778672264	0.3524079323529412
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanomicrobiales;family.Methanocalculaceae	17	0.002826014204439817	0.3671537147058823
super kingdom.Bacteria;phylum.Chloroflexi;class.Thermomicrobia;order.Thermomicrobiales;family.Thermomicrobiaceae	16	0.000930070336569203	0.29369414499999996
super kingdom.Bacteria;phylum.Aquificae;class.Aquificae;order.Aquificales;family.Hydrogenothermaceae	16	0.029610687787944956	0.4272427554166666
super kingdom.Bacteria;phylum.Actinobacteria;class.Thermoleophilia;order.Thermoleophilales;family.Thermoleophilaceae	15	0.0018905889184480966	0.13747676904761905
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Chromatiales;family.Thioalkalibacteraceae	15	0.004548367756207488	0.25467296666666667
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Holosporales;family.Candidatus_Hepatincolaceae	15	0.0009756452728530344	0.24558010619047618
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Hafniaceae	14	0.009641545993956046	0.40292262527472517
super kingdom.Bacteria;phylum.Actinobacteria;class.Nitriliruptoria;order.Egicoccales;family.Egicoccaceae	14	0.0017054369329422198	0.39741675494505496
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Procabacteriales;family.Procabacteriaceae	13	0.0008920453570754637	0.38324433782051276
super kingdom.Bacteria;phylum.Chrysiogenetes;class.Chrysiogenetes;order.Chrysiogenales;family.Chrysiogenaceae	13	0.0003034809262237868	0.3596915019230769
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Natranaerobiales;family.Natranaerobiaceae	11	0.0003270434445208465	0.29589315454545456
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Ruaniaceae	10	0.000228956074777054	0.40898077888888873
super kingdom.Bacteria;phylum.Aquificae;class.Aquificae;order.Aquificales;family.Aquificaceae	10	0.0016295231248502277	0.40781832444444444
super kingdom.Bacteria;phylum.Bacteroidetes;class.Flavobacteriia;order.Flavobacteriales;family.Ichthyobacteriaceae	9	0.005492753737276728	0.13330348333333336
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Desulfurococcales;family.Desulfurococcaceae	9	0.002830966005729966	0.4894648388888889
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Thermoproteales;family.Thermoproteaceae	9	0.0032278303990565965	0.4217072583333333
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Thermoanaerobacterales;family.Thermoanaerobacterales_Family_IV._Incertae_Sedis	8	0.0008351124705635271	0.42627311607142865
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Corynebacteriales;family.Segniliparaceae	8	0.00046048225050234425	0.4381077803571429
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Jonesiaceae	8	0.0004147362884136843	0.2979728839285714
super kingdom.Archaea;phylum.Thaumarchaeota;class.Nitrososphaeria;order.Candidatus_Nitrosocaldales;family.Candidatus_Nitrosocaldaceae	8	0.0003133031577392248	0.10332510178571429
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Nitrosomonadales;family.Spirillaceae	8	0.0017496263662391137	0.2614524089285714
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermoplasmata;order.Thermoplasmatales;family.Cuniculiplasmataceae	8	0.004319616347543989	0.2141592607142857
super kingdom.Bacteria;phylum.Tenericutes;class.Mollicutes;order.Entomoplasmatales;family.Entomoplasmataceae	7	0.00776267259630108	0.38947105952380956
super kingdom.Bacteria;phylum.Spirochaetes;class.Spirochaetia;order.Spirochaetales;family.Borreliaceae	7	0.000931205175540344	0.3135933523809524
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Thermogemmatisporales;family.Thermogemmatisporaceae	7	0.0006620172657514269	0.07892475238095238
super kingdom.Bacteria;phylum.Actinobacteria;class.Nitriliruptoria;order.Egibacterales;family.Egibacteraceae	6	0.00024340427333241615	0.42485568000000007
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanococci;order.Methanococcales;family.Methanocaldococcaceae	6	0.2936116171657079	0.3926643833333333
super kingdom.Bacteria;phylum.Fibrobacteres;class.Chitinispirillia;order.Chitinispirillales;family.Chitinispirillaceae	6	0.0012250081479899752	0.2698901533333334
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Budviciaceae	5	0.001366120218579235	0.422977665
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Micrococcales;family.Rarobacteraceae	5	0.0013882461823229986	0.233739915
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Sulfolobales;family.Sulfolobaceae	5	0.0006897503103876397	0.43015406
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Desulfurococcales;family.Pyrodictiaceae	5	0.0019308197751867207	0.18401314
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Actinopolysporales;family.Actinopolysporaceae	3	0.000513767359717428	0.5656501833333333
super kingdom.Bacteria;phylum.Proteobacteria;class.Acidithiobacillia;order.Acidithiobacillales;family.Thermithiobacillaceae	3	0.0024768852319959284	0.41667823333333337
super kingdom.Bacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfobacterales;family.Desulfoarculaceae	3	0.00017041734310392767	0.21434461666666663
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Enterobacterales;family.Thorselliaceae	2	0.0002296907443817644	0.26324405
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Clostridiales_Family_XVI._Incertae_Sedis	2	0.0010178581064861937	0.46724705
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Chlamydiales;family.Candidatus_Clavichlamydiaceae	2	0.00021221086269957183	0.4179386
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Proteinivoraceae	2	0.00027390410782630436	0.5703006
super kingdom.Bacteria;phylum.Bacteroidetes;class.Sphingobacteriia;order.Sphingobacteriales;family.Filobacteriaceae	2	0.001150155356805658	0.6028756
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Fervidicoccales;family.Fervidicoccaceae	2	0.00022678022476440055	0.019329700000000005
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Pseudomonadales;family.Ventosimonadaceae	2	0.00011281770270923654	0.0165362
super kingdom.Bacteria;phylum.Actinobacteria;class.Actinobacteria;order.Actinopolysporales;family.Mzabimycetaceae	2	0.00033480561958355333	0.02480579999999999
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Mooreiaceae	2	0.0037811226635344614	0.23134145
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Acidilobales;family.Acidilobaceae	1	0.00026928995383600793	nan
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanobacteria;order.Methanobacteriales;family.Methanothermaceae	1	0.0002154406706630281	nan
super kingdom.Archaea;phylum.Euryarchaeota;class.Methanopyri;order.Methanopyrales;family.Methanopyraceae	1	0.00019276270533007779	nan
super kingdom.Bacteria;phylum.Firmicutes;class.Thermolithobacteria;order.Thermolithobacterales;family.Thermolithobacteraceae	0	nan	nan
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhodothalassiales;family.Rhodothalassiaceae	0	nan	nan
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Kallotenuales;family.Kallotenuaceae	0	nan	nan
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Balneicellaceae	0	nan	nan
super kingdom.Archaea;phylum.Crenarchaeota;class.Thermoprotei;order.Acidilobales;family.Caldisphaeraceae	0	nan	nan
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Parachlamydiales;family.Candidatus_Parilichlamydiaceae	0	nan	nan
super kingdom.Bacteria;phylum.Balneolaeota;class.Balneolia;order.Balneolales;family.Soortiaceae	0	nan	nan
super kingdom.Bacteria;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Thermonemataceae	0	nan	nan
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Kopriimonadales;family.Kopriimonadaceae	0	nan	nan
super kingdom.Bacteria;phylum.Rhodothermaeota;class.Rhodothermia;order.Rhodothermales;family.Salinibacteraceae	0	nan	nan
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Marinilabiliaceae	0	nan	nan
super kingdom.Bacteria;phylum.Chlamydiae;class.Chlamydiia;order.Chlamydiales;family.Actinochlamydiaceae	0	nan	nan
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rickettsiales;family.Candidatus_Paracaedibacteraceae	0	nan	nan
super kingdom.Bacteria;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.Marinifilaceae	0	nan	nan
super kingdom.Bacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Hydrogenophilales;family.Hydrogenophilaceae	0	nan	nan
super kingdom.Archaea;phylum.Euryarchaeota;class.Thermoplasmata;order.Thermoplasmatales;family.Picrophilaceae	0	nan	nan
